Reference_ID,Treatment_ID,Include,source,condition,days,pH,temp_degC,EC_uScm,NH4-N,NO2-N,NO3-N,PO4-P,species_PO4_molL,species_CO3_molL,species_OH_molL,species_SO4_molL,K,Ca,Mg,S,B,Fe,Mn,Cu,Zn,Mo,Ni,Na,N,Ca_in_CaCO3,Ca_found_greater_CaCO3,CaCO3_diff,CaCO3_prop,Ca_in_CaOH2,Ca_found_greater_CaOH2,CaOH2_diff,CaOH2_prop,Ca_in_Ca3PO42,Ca_found_greater_Ca3PO42,Ca3PO42_diff,Ca3PO42_prop,Ca_in_CaSO4,Ca_found_greater_CaSO4,CaSO4_diff,CaSO4_prop,Mg_in_MgCO3,Mg_found_greater_MgCO3,MgCO3_diff,MgCO3_prop,Mg_in_MgOH2,Mg_found_greater_MgOH2,MgOH2_diff,MgOH2_prop,Mg_in_Mg3PO42,Mg_found_greater_Mg3PO42,Mg3PO42_diff,Mg3PO42_prop,Fe_in_FePO4,Fe_found_greater_FePO4,FePO4_diff,FePO4_prop,Mn_in_MnCO3,Mn_found_greater_MnCO3,MnCO3_diff,MnCO3_prop,Cu_in_Cu3PO42,Cu_found_greater_Cu3PO42,Cu3PO42_diff,Cu3PO42_prop,Zn_in_ZnCO3,Zn_found_greater_ZnCO3,ZnCO3_diff,ZnCO3_prop,Zn_in_ZnOH2,Zn_found_greater_ZnOH2,ZnOH2_diff,ZnOH2_prop,Ni_in_NiCO3,Ni_found_greater_NiCO3,NiCO3_diff,NiCO3_prop,Ni_in_NiOH2,Ni_found_greater_NiOH2,NiOH2_diff,NiOH2_prop,Ni_in_Ni3PO42,Ni_found_greater_Ni3PO42,Ni3PO42_diff,Ni3PO42_prop
Knaus2022,EbbFlow,Yes,waterHYDRO,aerobic,54,5.8,24.1,1303,1.17,0.01,134.34,35,2.4953915422606863e-10,1.5271182837445044e-8,6.309573444801943e-9,NA,0.0012788377922144354,0.006861619841309447,0.0016457519029006377,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009675162418790606,0.22002224947246765,FALSE,-0.2131606296311582,0.031186027130261074,126096698861.78052,FALSE,-126096698861.77365,5.4415539052538835e-14,0.005435517114029346,TRUE,0.001426102727280101,1.2623674431268475,NA,NA,NA,NA,446.592780179235,FALSE,-446.59113442733207,3.685128770420636e-6,140916.82880768698,FALSE,-140916.82716193507,1.1678888297625829e-8,0.025561439871834048,FALSE,-0.02391568796893341,0.06438416267442269,3.9713206653822705e-6,NA,NA,NA,0.001466814996483118,NA,NA,NA,1.3100369524169905e-6,NA,NA,NA,0.009560490602077464,NA,NA,NA,0.7535659294528716,NA,NA,NA,9.298559352705478,NA,NA,NA,13.765137644672455,NA,NA,NA,9.130620969320912e-5,NA,NA,NA
Lunda2019,FROV,Yes,waterRAS,aerobic,NA,6.74,NA,NA,0,0,0,2.29,1.4220189940807107e-10,1.158437684465637e-6,5.495408738576248e-8,5.707960854593612e-4,0.0011069619929408153,0.002208942562004092,0.0012680518411849414,5.708047411104179e-4,3.700277520814061e-6,1.7190437818963202e-5,NA,3.1473263462688446e-7,1.5295197308045277e-6,NA,NA,NA,0,0.0029004581299941893,FALSE,-6.915155679900974e-4,0.7615840198350036,1662278229.8426058,FALSE,-1662278229.840397,1.3288645199987053e-12,0.00790793459023224,FALSE,-0.005698992028228148,0.27933242704517863,0.08637059933640696,FALSE,-0.08416165677440288,0.025575167695669535,5.887239418619157,FALSE,-5.885971366777972,2.153898883701864e-4,1857.6455915173342,FALSE,-1857.644323465493,6.826123599546189e-7,0.03718840182047979,FALSE,-0.03592034997929485,0.03409804614100465,6.968964578709087e-6,TRUE,1.0221473240254116e-5,2.46671332947821,1.9336387533294594e-5,NA,NA,NA,1.9059247378251957e-6,FALSE,-1.5911921031983111e-6,0.16513382106893593,1.2603181160093799e-4,FALSE,-1.2450229187013344e-4,0.01213598147464179,0.009933933644477724,FALSE,-0.009932404124746918,1.5396919141439887e-4,0.1225788852557068,NA,NA,NA,0.18145985457245975,NA,NA,NA,1.3283805731607312e-4,NA,NA,NA
Lunda2019,ANAPARTNERS,Yes,waterRAS,aerobic,NA,7.53,NA,NA,0,0,0,1.79,6.8535980576359e-10,4.4042572393197926e-5,3.3884415613920274e-7,6.101045506989366e-4,4.706123075349122e-4,0.002103398373172314,3.670026743468422e-4,6.10106051154086e-4,4.625346901017577e-6,5.909213000268601e-6,NA,1.5736631731344223e-7,1.835423676965433e-6,NA,NA,NA,0,7.62898218115645e-5,TRUE,0.0020271085513607497,27.571153310171546,43722372.2157952,FALSE,-43722372.2136918,4.810805696431169e-11,0.00277153848053934,FALSE,-6.681401073670261e-4,0.7589280783729164,0.08080582245046665,FALSE,-0.07870242407729433,0.026030282340875635,0.1548501740341875,FALSE,-0.15448317135984066,0.00237005012513461,48.86105739653606,FALSE,-48.86069039386172,7.511148835122434e-6,0.013033629135290064,FALSE,-0.012666626460943221,0.028158133896348168,1.4459558200905618e-6,TRUE,4.463257180178039e-6,4.086717531866569,5.085988120770967e-7,NA,NA,NA,6.679802028735866e-7,FALSE,-5.106138855601443e-7,0.23558530123567656,3.3149744001453626e-6,FALSE,-1.4795507231799296e-6,0.5536765764721892,2.6128907698682387e-4,FALSE,-2.5945365330985845e-4,0.007024494472296631,0.0032241531837030237,NA,NA,NA,0.004772880472959317,NA,NA,NA,4.655650389247527e-5,NA,NA,NA
Lunda2019,ROKYTNO,Yes,waterRAS,aerobic,NA,7.64,NA,NA,0,0,0,2.94,1.4501450537973753e-9,7.309247651362207e-5,4.365158322401656e-7,0.0028153408511821694,0.002790424062611898,0.005857577723439293,0.0016938901460604814,0.002815346225826575,3.885291396854764e-5,2.564240307995344e-4,NA,6.452019009851131e-6,6.118078923218111e-5,NA,NA,NA,0,4.596916345246292e-5,TRUE,0.00581160855998683,127.42406612416735,26345334.504538625,FALSE,-26345334.498681046,2.2233833176155658e-10,0.0016816116325143492,TRUE,0.0041759660909249435,3.48331184809957,0.01751120116745324,FALSE,-0.011653623444013946,0.3345046217803913,0.09330645676958248,FALSE,-0.09161256662352199,0.018154050691727507,29.441698520012288,FALSE,-29.440004629866227,5.753371005103867e-5,0.00790806352561144,FALSE,-0.006214173379550958,0.2141978425659539,6.833799125163031e-7,TRUE,2.557406508870181e-4,375.2291018554295,3.0646108968308616e-7,NA,NA,NA,4.0529232674515407e-7,TRUE,6.046726683105977e-6,15.919420586287414,1.9974696023986865e-6,TRUE,5.918331962978242e-5,30.629146575603148,1.5744223807493202e-4,FALSE,-9.626144884275091e-5,0.3885919685863658,0.0019427444078124211,NA,NA,NA,0.0028759448821687583,NA,NA,NA,2.8247833852752715e-5,NA,NA,NA
Monsees2017,Exp2_aerated,Yes,waterREMIN,aerobic,14,7,26,NA,0.01,0,60,9.9,1.118676268012671e-9,3.83594769624802e-6,1e-7,NA,9.591283441608266e-4,NA,0.0026743468422135365,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004284286428214464,8.759243519629975e-4,NA,NA,NA,502000000.0000001,NA,NA,NA,0.001999234403783865,NA,NA,NA,NA,NA,NA,NA,1.777917881067751,FALSE,-1.7752435342255375,0.0015042015554775927,561.0000000000001,FALSE,-560.9973256531579,4.767106670612364e-6,0.009401738405003458,FALSE,-0.0067273915627899215,0.2844523775294887,8.858684396340257e-7,NA,NA,NA,5.839495679753317e-6,NA,NA,NA,4.818439332552663e-7,NA,NA,NA,3.8060998626963584e-5,NA,NA,NA,0.0030000000000000005,NA,NA,NA,0.03701823154129335,NA,NA,NA,0.05480000000000001,NA,NA,NA,3.358328414174541e-5,NA,NA,NA
Monsees2017,Exp2_unaerated,Yes,waterREMIN,anaerobic,14,7,26,NA,7.5,0,10,3.3,3.728920893375569e-10,3.83594769624802e-6,1e-7,NA,8.951864545501049e-4,NA,0.0026743468422135365,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0012493753123438282,8.759243519629975e-4,NA,NA,NA,502000000.0000001,NA,NA,NA,0.0041585751417996366,NA,NA,NA,NA,NA,NA,NA,1.777917881067751,FALSE,-1.7752435342255375,0.0015042015554775927,561.0000000000001,FALSE,-560.9973256531579,4.767106670612364e-6,0.019556403964813507,FALSE,-0.01688205712259997,0.13675043975494192,2.6576053189020776e-6,NA,NA,NA,5.839495679753317e-6,NA,NA,NA,1.002275770799981e-6,NA,NA,NA,3.8060998626963584e-5,NA,NA,NA,0.0030000000000000005,NA,NA,NA,0.03701823154129335,NA,NA,NA,0.05480000000000001,NA,NA,NA,6.985604606820019e-5,NA,NA,NA
Monsees2017,Exp1_anaerobic,Yes,waterREMIN,anaerobic,4,NA,25,NA,12,0,0.1,3.465,NA,NA,NA,NA,6.394188961072177e-4,NA,0.0026743468422135365,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.638537873920183e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monsees2017b,RAS A,Yes,waterRAS,aerobic,154,7.25,NA,NA,0.07,0.05,65.9,1.848,3.713385302813857e-10,1.2130331705419475e-5,1.7782794100389227e-7,0.001646904322238815,4.3480484935290805e-4,0.0034133439792404813,6.665295206747582e-4,0.0016469120399251402,NA,1.7906706061420003e-7,NA,NA,NA,NA,NA,NA,0.004713357606910831,2.7699160102100513e-4,TRUE,0.0031363523782194764,12.322915087167704,158746338.54045266,FALSE,-158746338.5370393,2.1501875322753813e-11,0.004170165815479624,FALSE,-7.568218362391426e-4,0.8185151694856292,0.029934950885902818,FALSE,-0.02652160690666234,0.11402537429409706,0.562226999691445,FALSE,-0.5615604701707702,0.0011855167415306545,177.4037767354461,FALSE,-177.4031102059254,3.7571326436230405e-6,0.019610911070969118,FALSE,-0.01894438155029436,0.033987687683794086,2.668723871043113e-6,FALSE,-2.489656810428913e-6,0.06709838457142771,1.8466106734733676e-6,NA,NA,NA,1.005069288050621e-6,NA,NA,NA,1.2035944568174629e-5,NA,NA,NA,9.486832980505139e-4,NA,NA,NA,0.01170619266219724,NA,NA,NA,0.017329281577722722,NA,NA,NA,7.005074704315967e-5,NA,NA,NA
Monsees2017b,RAS D/Hydro D,Yes,waterRAS,aerobic,154,7.25,NA,NA,0.05,0.05,100.8,3.168,6.365803376252327e-10,1.2130331705419475e-5,1.7782794100389227e-7,0.0018867347641648427,7.621873241598036e-4,0.0037252357902090925,8.105328121785641e-4,0.0018867436057392387,NA,1.7906706061420003e-7,NA,NA,NA,NA,NA,NA,0.0072035410865995565,2.7699160102100513e-4,TRUE,0.0034482441891880876,13.448912445278788,158746338.54045266,FALSE,-158746338.53672743,2.3466593462625323e-11,0.002911373021017509,TRUE,8.138627691915835e-4,1.279546029765414,0.02612979891840944,FALSE,-0.02240456312820035,0.14256656937319642,0.562226999691445,FALSE,-0.5614164668792664,0.001441646901737895,177.4037767354461,FALSE,-177.4029662026339,4.5688588320601175e-6,0.013691224746425685,FALSE,-0.01288069193424712,0.0592008989108273,1.556755591441816e-6,FALSE,-1.377688530827616e-6,0.11502580212244749,1.8466106734733676e-6,NA,NA,NA,7.016823164733822e-7,NA,NA,NA,1.2035944568174629e-5,NA,NA,NA,9.486832980505139e-4,NA,NA,NA,0.01170619266219724,NA,NA,NA,0.017329281577722722,NA,NA,NA,4.890545461922379e-5,NA,NA,NA
Monsees2019,APunt,Yes,waterTRANS,aerobic,NA,5.8,NA,NA,2.2,0,197.1,73.4,5.233192548626696e-10,1.5271182837445044e-8,6.309573444801943e-9,0.004297623285919887,0.0037290910020972945,0.00795199361245571,0.0023040526640608927,0.004298190892077355,2.590194264569843e-5,1.7906706061420003e-7,8.191051731042266e-6,4.720989519403267e-7,7.647598654022638e-7,NA,NA,0.002418442801217921,0.014228599985721424,0.22002224947246765,FALSE,-0.21207025586001194,0.036141770350597104,126096698861.78052,FALSE,-126096698861.77257,6.30626628947059e-14,0.0033175860059017487,TRUE,0.004634407606553962,2.396921616594018,0.01147145683092313,FALSE,-0.00351946321846742,0.6931982336384557,446.592780179235,FALSE,-446.59047612657093,5.159180278588891e-6,140916.82880768698,FALSE,-140916.8265036343,1.635044361667616e-8,0.015601510110347485,FALSE,-0.013297457446286593,0.14768138774802073,1.8936815161904563e-6,FALSE,-1.7146144555762563e-6,0.09456028328059703,0.001466814996483118,FALSE,-0.0014586239447520757,0.005584243241773087,7.995854247860102e-7,FALSE,-3.2748647284568346e-07,0.5904296618046442,0.009560490602077464,FALSE,-0.009559725842212062,7.999169678971119e-5,0.7535659294528716,FALSE,-0.7535651646930062,1.0148546205605655e-6,9.298559352705478,NA,NA,NA,13.765137644672455,NA,NA,NA,5.572904972523756e-5,NA,NA,NA
Panana2021,pH-Induced,Yes,waterREMIN,aerobic,35,6.3,NA,1700,0.18,0,62.3,17.89,4.0334881709064244e-10,1.527118283744504e-7,1.9952623149688786e-8,0.00519410620912796,2.700905417156888e-4,0.007904835570637257,5.813618596996503e-4,0.0051943231441048026,1.3876040703052728e-8,3.0441400304414007e-9,NA,3.147326346268845e-10,9.024166411746713e-9,NA,NA,0.0030817746846454976,0.0044606268294424215,0.02200222494724677,FALSE,-0.014097389376609515,0.35927437291410935,12609669886.178106,FALSE,-12609669886.170202,6.268867973539909e-13,0.0039465063711372084,TRUE,0.0039583291995000484,2.002995770752914,0.009491527129992397,FALSE,-0.0015866915593551398,0.8328307407623233,44.659278017923505,FALSE,-44.6586966560638,1.3017717381510896e-5,14091.682880768758,FALSE,-14091.682299406899,4.1255672911363065e-8,0.018559114651531775,FALSE,-0.017977752791832124,0.0313248703192675,2.456930473102882e-6,FALSE,-2.4538863330724406e-6,0.0012390012919644919,1.466814996483118e-4,NA,NA,NA,9.511641800914606e-7,FALSE,-9.508494474568336e-7,3.3089201760796007e-4,9.560490602077467e-4,FALSE,-9.56040036041335e-4,9.439020221185917e-6,0.07535659294528749,FALSE,-0.07535658392112107,1.197528452261462e-7,0.9298559352705481,NA,NA,NA,1.3765137644672514,NA,NA,NA,6.629369951730673e-5,NA,NA,NA
Panana2021,pH-Natural,Yes,waterREMIN,aerobic,121,6.8,NA,3100,0.15,0,276.74,6.95,4.955124785531837e-10,1.527118283744504e-6,6.30957344480193e-8,0.001942581954188923,3.5065732262519825e-4,0.011512800039922153,0.001334704793252417,0.0019426076107298812,1.6651248843663276e-8,6.9836153639538004e-9,NA,4.720989519403267e-10,2.9060874885286025e-9,NA,NA,0.007320574162679426,0.019767973156279,0.0022002224947246774,TRUE,0.009312577545197475,5.23256173751773,1260966988.6178105,FALSE,-1260966988.6062977,9.130135954266124e-12,0.0034405689799077094,TRUE,0.008072231060014444,3.346190733903255,0.02537859465526848,FALSE,-0.013865794615346327,0.453642141982521,4.4659278017923505,FALSE,-4.464593096999098,2.988639432811135e-4,1409.1682880768758,FALSE,-1409.1669533720826,9.471578409374505e-7,0.016179858375906037,FALSE,-0.01484515358265362,0.08249174759403148,1.999949633747993e-6,FALSE,-1.9929660183840392e-6,0.0034918956188242606,1.4668149964831183e-5,NA,NA,NA,8.292260711285832e-7,FALSE,-8.287539721766428e-7,5.693247817182066e-4,9.560490602077467e-5,FALSE,-9.560199993328614e-5,3.039684478009024e-5,0.007535659294528748,FALSE,-0.007535656388441259,3.8564475581301324e-7,0.09298559352705481,NA,NA,NA,0.13765137644672512,NA,NA,NA,5.779492661932365e-5,NA,NA,NA
Pasch2021,Aeroponics,Yes,waterHYDRO,aerobic,19.5,6,26,2780,0.03900000000000001,0.003,164.54,6.7254,7.59956471924449e-11,3.83594769624802e-8,1e-8,NA,2.833904547547189e-4,0.006557961974150406,7.418226702324625e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011749982151781252,0.08759243519629974,FALSE,-0.08103447322214934,0.07486904502031062,50200000000,FALSE,-50199999999.99344,1.306366927121595e-13,0.012008097017986538,FALSE,-0.005450135043836132,0.5461283302697711,NA,NA,NA,NA,177.79178810677507,FALSE,-177.79104628410485,4.172423699270922e-6,56099.99999999999,FALSE,-56099.999258177326,1.3223220503252452e-8,0.05647011010381586,FALSE,-0.0557282874335834,0.013136554344744145,1.3040220546980488e-5,NA,NA,NA,5.839495679753316e-4,NA,NA,NA,2.8941222135365915e-6,NA,NA,NA,0.003806099862696358,NA,NA,NA,0.3,NA,NA,NA,3.7018231541293343,NA,NA,NA,5.4799999999999995,NA,NA,NA,2.0171288238809482e-4,NA,NA,NA
Pasch2021a,DRF,Yes,waterHYDRO,aerobic,18,NA,28,NA,0.19,0.06,204.47,4.71,NA,NA,NA,NA,3.7521100823571536e-4,0.007278057787314736,0.0010257148734828224,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.014615549368173057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodgers2022,DAP,Yes,waterTRANS,aerobic,NA,5.8,NA,NA,0,0,0,29.1,2.0747398251367416e-10,1.5271182837445044e-8,6.309573444801943e-9,8.950782895928936e-4,0.00457568162054325,0.001222615898996956,7.364739765480353e-4,8.951965065502182e-4,8.325624421831636e-6,NA,NA,1.5736631731344223e-7,3.0590394616090553e-7,NA,NA,NA,0,0.22002224947246765,FALSE,-0.2187996335734707,0.005556783015937428,126096698861.78052,FALSE,-126096698861.7793,9.695859685725101e-15,0.0061473919544721665,FALSE,-0.004924776055475211,0.19888367425596068,0.05507898088157518,FALSE,-0.053856364982578224,0.022197504010208383,446.592780179235,FALSE,-446.59204370525845,1.6490951247632346e-6,140916.82880768698,FALSE,-140916.828071213,5.226302513187558e-9,0.02890915188313182,FALSE,-0.028172677906583784,0.02547546118008948,4.776502518501014e-6,NA,NA,NA,0.001466814996483118,NA,NA,NA,1.4816089163924148e-6,FALSE,-1.3242425990789725e-6,0.10621312788574136,0.009560490602077464,FALSE,-0.009560184698131302,3.1996678715884476e-5,0.7535659294528716,FALSE,-0.7535656235489254,4.0594184822422617e-7,9.298559352705478,NA,NA,NA,13.765137644672455,NA,NA,NA,1.0326433476083652e-4,NA,NA,NA
Shaw2022,PM,Yes,waterRAS,aerobic,49,7.67,26.7,1005,0,0,0,4.8,2.5369089350252927e-9,8.39213916132911e-5,4.677351412871981e-7,0.002027444921831768,3.836513376643307e-4,0.0031189181096861122,6.171569635877391e-4,0.002027448533998752,6.475485661424607e-6,8.953353030710002e-7,7.280934872037569e-8,2.3604947597016335e-7,6.882838788620374e-7,NA,NA,NA,0,4.003746762783493e-5,TRUE,0.003078880642058277,77.89998455141483,22945827.11866674,FALSE,-22945827.11554782,1.3592528582893535e-10,0.0011582351693212767,TRUE,0.0019606829403648355,2.692819379257661,0.02431632024580877,FALSE,-0.02119740213612266,0.12826439519456886,0.08126652655411733,FALSE,-0.08064936959052958,0.007594233317905614,25.642647437394498,FALSE,-25.64203028043091,2.4067599302860724e-5,0.005446797060326485,FALSE,-0.004829640096738746,0.11330639947704355,3.9063286281898795e-7,TRUE,5.047024402520122e-7,2.292012240367708,2.669164508522329e-7,FALSE,-1.941071021318572e-7,0.27277954763711265,2.791511533435364e-7,FALSE,-4.3101677373373054e-8,0.8455973516243004,1.7397232957333037e-6,FALSE,-1.0514394168712662e-6,0.39562836259654827,1.3712645688446256e-4,FALSE,-1.3643817300560052e-4,0.005019336855191692,0.0016920596437954047,NA,NA,NA,0.0025048432790895163,NA,NA,NA,1.945611816236241e-5,NA,NA,NA
Shaw2022,FM,Yes,waterRAS,aerobic,49,7.86,26.6,995,0,0,0,4.2,3.4380249908020126e-9,2.0131339681188926e-4,7.244359600749906e-7,0.0020274462017863906,3.836513376643307e-4,0.0031189181096861122,6.171569635877391e-4,0.002027448533998752,6.475485661424607e-6,8.953353030710002e-7,7.280934872037569e-8,3.1473263462688446e-7,2.2942795962067913e-7,NA,NA,NA,0,1.6690394445729027e-5,TRUE,0.0031022277152403833,186.869047333044,9565412.804175487,FALSE,-9565412.80105657,3.260620501735842e-10,9.457883943026261e-4,TRUE,0.002173129715383486,3.297691247296216,0.024316304894581954,FALSE,-0.02119738678489584,0.12826447616969366,0.03387752682139047,FALSE,-0.03326036985780273,0.018217296877706627,10.689634627773799,FALSE,-10.689017470810212,5.773414948947296e-5,0.004447730117534963,FALSE,-0.003830573153947224,0.13875773648104847,2.882468867013158e-7,TRUE,6.070884163696843e-7,3.1061404108026163,1.1126929630486018e-7,FALSE,-3.845994758448449e-8,0.6543525585071523,2.2794845820751875e-7,TRUE,8.678417641936572e-8,1.3807184181099375,7.252373777013208e-7,FALSE,-4.958094180806417e-7,0.3163487799647937,5.716382153889733e-5,FALSE,-5.693439357927665e-5,0.004013516826627206,7.053678605040243e-4,NA,NA,NA,0.001044192473443858,NA,NA,NA,1.5887421866947854e-5,NA,NA,NA
Shaw2022,BSF,Yes,waterRAS,aerobic,49,7.9,26.6,1006,0,0,0,3,2.6926501563334434e-9,2.42031937198957e-4,7.943282347242822e-7,0.0020274464069955827,5.882653844186403e-4,0.0031189181096861122,7.40588356305287e-4,0.002027448533998752,6.475485661424607e-6,8.953353030710002e-7,7.280934872037569e-8,4.4062568847763825e-7,4.5885591924135827e-7,NA,NA,NA,0,1.3882465425370645e-5,TRUE,0.0031050356442607415,224.6660095393568,7956163.826154776,FALSE,-7956163.823035858,3.920128064021388e-10,0.0011131321144067928,TRUE,0.0020057859952793194,2.80192986018397,0.024316302433392712,FALSE,-0.0211973843237066,0.1282644891520601,0.028178099464591606,FALSE,-0.02743751110828632,0.026282409757120238,8.89125080970683,FALSE,-8.890510221350526,8.32940575128941e-5,0.005234692305241285,FALSE,-0.0044941039489359985,0.14147696046313282,3.68038899397698e-7,TRUE,5.272964036733022e-7,2.4327192167356,9.254976950247097e-8,FALSE,-1.9740420782095277e-8,0.7867048087940594,2.68280675454255e-7,TRUE,1.7234501302338324e-7,1.6424056176672706,6.032261762214627e-7,FALSE,-1.443702569801044e-7,0.7606697741725623,4.7546795773833325e-5,FALSE,-4.7087939854591964e-5,0.009650617076784863,5.866994316674499e-4,NA,NA,NA,8.685214694686888e-4,NA,NA,NA,1.8698473783100513e-5,NA,NA,NA
Shaw2022,PBM,Yes,waterRAS,aerobic,49,8.09,26.6,965,0,0,0,1.5,2.0851788409183936e-9,5.805941784069147e-4,1.2302687708123811e-6,0.0020274471606896503,3.836513376643307e-4,0.0031189181096861122,6.171569635877391e-4,0.002027448533998752,6.475485661424607e-6,8.953353030710002e-7,7.280934872037569e-8,2.3604947597016335e-7,7.647598654022638e-8,NA,NA,NA,0,5.7871748029225215e-6,TRUE,0.0031131309348831895,538.9362194677548,3316681.1089981343,FALSE,-3316681.105879216,9.403732246746628e-10,0.001319991477233229,TRUE,0.0017989266324528832,2.362832005721376,0.024316293393920194,FALSE,-0.02119737528423408,0.1282645368338061,0.011746586951170118,FALSE,-0.011129429987582378,0.05253925809711577,3.706490243322616,FALSE,-3.7058730863590283,1.665071059338605e-4,0.006207483495828511,FALSE,-0.005590326532240772,0.09942144252215485,4.752589948416727e-7,TRUE,4.200763082293275e-7,1.8838892325841645,3.8581165352816813e-8,TRUE,3.422818336755888e-8,1.8871733928861192,3.181367247630902e-7,FALSE,-8.208724879292688e-8,0.7419749359208512,2.514665241746096e-7,FALSE,-1.749905376343832e-7,0.3041199491313767,1.9820803440227895e-5,FALSE,-1.974432745368767e-5,0.0038583696554405204,2.4457703036160657e-4,NA,NA,NA,3.6206000950816285e-4,NA,NA,NA,2.2173312324310233e-5,NA,NA,NA
Suhl2016,Aquaponic,Yes,waterRAS,aerobic,NA,NA,NA,NA,24.2,0,14.6,8,NA,NA,NA,NA,7.72418026497519e-4,0.0022281550975597583,5.718987862579716e-4,0.0012008733624454147,NA,NA,NA,NA,NA,NA,NA,NA,0.002770043549653744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tetreault2021,AER1,Yes,waterREMIN,aerobic,15,7.3,NA,NA,1.4926068,0,168.25281479999998,3.627,8.177400586493828e-10,1.527118283744504e-5,1.9952623149688787e-7,NA,0.010265404880045015,7.326538250411697e-4,8.915531783583625e-4,NA,2.4005550416281222e-5,3.185603008326618e-5,4.7508100040045145e-6,2.6358858150001575e-6,1.220556745182013e-5,NA,NA,0.001500217485863419,0.012118613664596272,2.2002224947246772e-4,TRUE,5.12631575568702e-4,3.3299078924872534,126096698.86178105,FALSE,-126096698.86104839,5.8102538104051154e-12,0.0024637113142765114,FALSE,-0.0017310574892353417,0.2973781143901267,NA,NA,NA,NA,0.44659278017923504,FALSE,-0.44570122700087667,0.001996344808799971,140.91682880768758,FALSE,-140.91593725450923,6.326804157472814e-6,0.011586019747576915,FALSE,-0.010694466569218552,0.07695077324072581,1.2118765486880773e-6,TRUE,3.0644153534578104e-5,26.2865306847897,1.4668149964831182e-6,TRUE,3.2839950075213962e-6,3.23886108022839,5.937894765264526e-7,TRUE,2.042096338473705e-6,4.4390914948839315,9.560490602077467e-6,TRUE,2.6450768497426637e-6,1.27666748076379,7.535659294528748e-4,FALSE,-7.413603620010546e-4,0.016197079744146557,0.00929855935270548,NA,NA,NA,0.013765137644672513,NA,NA,NA,4.138560088501057e-5,NA,NA,NA
Tetreault2021b,ANA1,Yes,waterREMIN,anaerobic,15,7.5,NA,NA,0,0,0,5.1058889999999995,1.824472462565967e-9,3.83594769624802e-5,3.162277660168379e-7,NA,NA,5.257769848794851e-4,7.225377494342728e-4,NA,NA,3.152651087832393e-5,2.898394553860716e-6,2.1624492493626665e-6,9.830070357907618e-6,NA,NA,NA,0,8.759243519629974e-5,TRUE,4.3818454968318535e-4,6.002538731811581,50200000.00000001,FALSE,-50199999.99947423,1.0473645117121215e-11,0.0014429184662321302,FALSE,-9.171414813526451e-4,0.3643844036818228,NA,NA,NA,NA,0.17779178810677507,FALSE,-0.1770692503573408,0.004063954568027313,56.1,FALSE,-56.09927746225057,1.287946077422946e-5,0.006785568482408879,FALSE,-0.006063030732974606,0.10648153523281098,5.43170708428365e-7,TRUE,3.0983340169895566e-5,58.041625568404044,5.839495679753316e-7,TRUE,2.3144449858853843e-6,4.963432996294563,3.4776387792249577e-7,TRUE,1.8146853714401708e-6,6.218153714758724,3.806099862696358e-6,TRUE,6.02397049521126e-6,2.5827147769432655,3.0000000000000003e-4,FALSE,-2.901699296420924e-4,0.03276690119302539,0.003701823154129334,NA,NA,NA,0.0054800000000000005,NA,NA,NA,2.4238248778197716e-5,NA,NA,NA
Pinero2020,50F50D,Yes,waterTRANS,aerobic,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
